LocationDesc,Current Smoking %,Gender,Race,Age,Education
Idaho,17.4,Overall,All Races,45 to 64 Years,All Grades
Idaho,18.5,Overall,All Races,18 to 24 Years,All Grades
Idaho,19.4,Male,All Races,All Ages,All Grades
Idaho,21.3,Overall,All Races,25 to 44 Years,All Grades
Idaho,22.9,Overall,All Races,Age 25 and Older,12th Grade
Idaho,24.2,Overall,All Races,Age 20 and Older,12th Grade
Idaho,35.8,Overall,All Races,Age 20 and Older,< 12th Grade
Idaho,36.6,Overall,All Races,Age 25 and Older,< 12th Grade
Idaho,8.2,Overall,All Races,65 Years and Older,All Grades
Idaho,45.9,Overall,American Indian/Alaska Native,All Ages,All Grades
Idaho,58.3,Female,All Races,All Ages,All Grades
Idaho,58.9,Overall,All Races,All Ages,All Grades
Idaho,59.4,Male,All Races,All Ages,All Grades
Idaho,53.2,Male,All Races,All Ages,All Grades
Idaho,56.5,Overall,All Races,All Ages,All Grades
Idaho,60.4,Female,All Races,All Ages,All Grades
Idaho,69.1,Male,All Races,All Ages,All Grades
Idaho,71.1,Overall,All Races,All Ages,All Grades
Idaho,73.7,Female,All Races,All Ages,All Grades
Idaho,26.3,Female,All Races,All Ages,All Grades
Idaho,28.9,Overall,All Races,All Ages,All Grades
Idaho,30.9,Male,All Races,All Ages,All Grades
Idaho,15,Female,All Races,All Ages,All Grades
Idaho,17.2,Overall,All Races,All Ages,All Grades
Idaho,19.4,Male,All Races,All Ages,All Grades
Idaho,21,Female,All Races,All Ages,All Grades
Idaho,24.7,Overall,All Races,All Ages,All Grades
Idaho,28.3,Male,All Races,All Ages,All Grades
Idaho,52.3,Male,All Races,All Ages,All Grades
Idaho,58.2,Overall,All Races,All Ages,All Grades
Idaho,63.9,Female,All Races,All Ages,All Grades
Illinois,,Overall,American Indian/Alaska Native,All Ages,All Grades
Illinois,11.1,Overall,Hispanic,All Ages,All Grades
Illinois,14,Overall,Asian/Pacific Islander,All Ages,All Grades
Illinois,14.6,Overall,All Races,Age 25 and Older,> 12th Grade
Illinois,14.8,Overall,All Races,Age 20 and Older,> 12th Grade
Illinois,15,Female,All Races,All Ages,All Grades
Illinois,15.6,Female,All Races,18 to 44 Years,All Grades
Illinois,18,Overall,All Races,All Ages,All Grades
Illinois,19,Overall,All Races,45 to 64 Years,All Grades
Illinois,19.1,Overall,White,All Ages,All Grades
Illinois,19.8,Overall,All Races,18 to 24 Years,All Grades
Illinois,20.2,Overall,All Races,Age 25 and Older,< 12th Grade
Illinois,20.8,Overall,African American,All Ages,All Grades
Illinois,21.2,Male,All Races,All Ages,All Grades
Illinois,21.3,Overall,All Races,25 to 44 Years,All Grades
Illinois,21.7,Overall,All Races,Age 20 and Older,< 12th Grade
Illinois,23.7,Overall,All Races,Age 25 and Older,12th Grade
Illinois,24.5,Overall,All Races,Age 20 and Older,12th Grade
Illinois,8.6,Overall,All Races,65 Years and Older,All Grades
Illinois,57.9,Overall,All Races,All Ages,All Grades
Illinois,55.9,Male,All Races,All Ages,All Grades
Illinois,60.4,Female,All Races,All Ages,All Grades
Illinois,54,Female,All Races,All Ages,All Grades
Illinois,50.6,Overall,All Races,All Ages,All Grades
Illinois,48.1,Male,All Races,All Ages,All Grades
Illinois,31.6,Female,All Races,All Ages,All Grades
Illinois,68.4,Female,All Races,All Ages,All Grades
Illinois,68.6,Overall,All Races,All Ages,All Grades
Illinois,68.7,Male,All Races,All Ages,All Grades
Illinois,31.3,Male,All Races,All Ages,All Grades
Illinois,31.4,Overall,All Races,All Ages,All Grades
Illinois,15,Female,All Races,All Ages,All Grades
Illinois,18,Overall,All Races,All Ages,All Grades
Illinois,21.2,Male,All Races,All Ages,All Grades
Illinois,22.8,Female,All Races,All Ages,All Grades
Illinois,24.8,Overall,All Races,All Ages,All Grades
Illinois,26.9,Male,All Races,All Ages,All Grades
Illinois,51.9,Male,All Races,All Ages,All Grades
Illinois,57.2,Overall,All Races,All Ages,All Grades
Illinois,62.1,Female,All Races,All Ages,All Grades
Indiana,15.2,Overall,Hispanic,All Ages,All Grades
Indiana,16.3,Overall,All Races,Age 20 and Older,> 12th Grade
Indiana,16.6,Overall,All Races,Age 25 and Older,> 12th Grade
Indiana,19.7,Overall,All Races,18 to 24 Years,All Grades
Indiana,20.4,Female,All Races,All Ages,All Grades
Indiana,21.9,Overall,All Races,All Ages,All Grades
Indiana,22,Overall,White,All Ages,All Grades
Indiana,23.5,Male,All Races,All Ages,All Grades
Indiana,24.8,Overall,All Races,Age 25 and Older,12th Grade
Indiana,24.8,Overall,African American,All Ages,All Grades
Indiana,25.1,Overall,All Races,Age 20 and Older,12th Grade
Indiana,25.4,Female,All Races,18 to 44 Years,All Grades
Indiana,29,Overall,All Races,25 to 44 Years,All Grades
Indiana,34,Overall,American Indian/Alaska Native,All Ages,All Grades
Indiana,38.1,Overall,All Races,Age 25 and Older,< 12th Grade
Indiana,39,Overall,All Races,Age 20 and Older,< 12th Grade
Indiana,6.4,Overall,Asian/Pacific Islander,All Ages,All Grades
Indiana,9.6,Overall,All Races,65 Years and Older,All Grades
Indiana,22.7,Overall,All Races,45 to 64 Years,All Grades
Indiana,53.4,Overall,All Races,All Ages,All Grades
Indiana,51.8,Female,All Races,All Ages,All Grades
Indiana,54.9,Male,All Races,All Ages,All Grades
Indiana,48.5,Male,All Races,All Ages,All Grades
Indiana,49.7,Overall,All Races,All Ages,All Grades
Indiana,51,Female,All Races,All Ages,All Grades
Indiana,74.7,Male,All Races,All Ages,All Grades
Indiana,75.9,Overall,All Races,All Ages,All Grades
Indiana,77.1,Female,All Races,All Ages,All Grades
Indiana,22.9,Female,All Races,All Ages,All Grades
Indiana,24.1,Overall,All Races,All Ages,All Grades
Indiana,25.3,Male,All Races,All Ages,All Grades
Indiana,20.4,Female,All Races,All Ages,All Grades
Indiana,21.9,Overall,All Races,All Ages,All Grades
Indiana,23.5,Male,All Races,All Ages,All Grades
Indiana,21.9,Female,All Races,All Ages,All Grades
Indiana,25.2,Overall,All Races,All Ages,All Grades
Indiana,28.7,Male,All Races,All Ages,All Grades
Indiana,47.8,Male,All Races,All Ages,All Grades
Indiana,57.7,Female,All Races,All Ages,All Grades
Indiana,52.9,Overall,All Races,All Ages,All Grades
Iowa,,Overall,American Indian/Alaska Native,All Ages,All Grades
Iowa,,Overall,Asian/Pacific Islander,All Ages,All Grades
Iowa,14,Overall,Hispanic,All Ages,All Grades
Iowa,14.1,Overall,All Races,Age 20 and Older,> 12th Grade
Iowa,14.2,Overall,All Races,Age 25 and Older,> 12th Grade
Iowa,16.6,Female,All Races,All Ages,All Grades
Iowa,19.5,Overall,All Races,All Ages,All Grades
Iowa,19.7,Overall,White,All Ages,All Grades
Iowa,20.5,Female,All Races,18 to 44 Years,All Grades
Iowa,21.4,Overall,African American,All Ages,All Grades
Iowa,21.9,Overall,All Races,18 to 24 Years,All Grades
Iowa,22,Overall,All Races,45 to 64 Years,All Grades
Iowa,23.4,Overall,All Races,25 to 44 Years,All Grades
Iowa,24.4,Overall,All Races,Age 25 and Older,12th Grade
Iowa,25.6,Overall,All Races,Age 20 and Older,12th Grade
Texas,18.2,Overall,All Races,All Ages,All Grades
Iowa,31.1,Overall,All Races,Age 25 and Older,< 12th Grade
Iowa,33.2,Overall,All Races,Age 20 and Older,< 12th Grade
Iowa,22.5,Male,All Races,All Ages,All Grades
Iowa,8,Overall,All Races,65 Years and Older,All Grades
Iowa,55.5,Overall,All Races,All Ages,All Grades
Iowa,56,Female,All Races,All Ages,All Grades
Iowa,55.2,Male,All Races,All Ages,All Grades
Iowa,42.5,Male,All Races,All Ages,All Grades
Iowa,45.6,Overall,All Races,All Ages,All Grades
Iowa,49.6,Female,All Races,All Ages,All Grades
Iowa,76.4,Female,All Races,All Ages,All Grades
Iowa,76.9,Overall,All Races,All Ages,All Grades
Iowa,77.2,Male,All Races,All Ages,All Grades
Iowa,22.8,Male,All Races,All Ages,All Grades
Iowa,23.1,Overall,All Races,All Ages,All Grades
Iowa,23.6,Female,All Races,All Ages,All Grades
Iowa,19.5,Overall,All Races,All Ages,All Grades
Iowa,56.1,Overall,All Races,All Ages,All Grades
Iowa,16.6,Female,All Races,All Ages,All Grades
Iowa,22.5,Male,All Races,All Ages,All Grades
Iowa,21.2,Female,All Races,All Ages,All Grades
Iowa,24.4,Overall,All Races,All Ages,All Grades
Iowa,27.7,Male,All Races,All Ages,All Grades
Iowa,49.9,Male,All Races,All Ages,All Grades
Iowa,62.2,Female,All Races,All Ages,All Grades
Kansas,41.3,Overall,American Indian/Alaska Native,All Ages,All Grades
Kansas,9.1,Overall,All Races,65 Years and Older,All Grades
Kansas,34.6,Overall,All Races,Age 20 and Older,< 12th Grade
Kansas,33.5,Overall,All Races,Age 25 and Older,< 12th Grade
Kansas,30.7,Overall,African American,All Ages,All Grades
Kansas,26.5,Overall,All Races,Age 20 and Older,12th Grade
Kansas,25.9,Overall,All Races,Age 25 and Older,12th Grade
Kansas,25.4,Overall,All Races,25 to 44 Years,All Grades
Kansas,22.3,Male,All Races,All Ages,All Grades
Kansas,21.2,Overall,All Races,45 to 64 Years,All Grades
Kansas,21.1,Female,All Races,18 to 44 Years,All Grades
Kansas,20,Overall,All Races,All Ages,All Grades
Kansas,19.3,Overall,White,All Ages,All Grades
Kansas,19.2,Overall,All Races,18 to 24 Years,All Grades
Kansas,17.8,Female,All Races,All Ages,All Grades
Kansas,17.2,Overall,Hispanic,All Ages,All Grades
Kansas,15.3,Overall,All Races,Age 25 and Older,> 12th Grade
Kansas,15.2,Overall,All Races,Age 20 and Older,> 12th Grade
Kansas,14.3,Overall,Asian/Pacific Islander,All Ages,All Grades
Kansas,53.4,Female,All Races,All Ages,All Grades
Kansas,55.5,Male,All Races,All Ages,All Grades
Kansas,54.6,Overall,All Races,All Ages,All Grades
Kansas,51.4,Female,All Races,All Ages,All Grades
Kansas,49.2,Overall,All Races,All Ages,All Grades
Kansas,47.3,Male,All Races,All Ages,All Grades
Kansas,71,Male,All Races,All Ages,All Grades
Kansas,29,Male,All Races,All Ages,All Grades
Kansas,27.5,Overall,All Races,All Ages,All Grades
Kansas,25.7,Female,All Races,All Ages,All Grades
Kansas,74.3,Female,All Races,All Ages,All Grades
Kansas,72.5,Overall,All Races,All Ages,All Grades
Kansas,55.9,Overall,All Races,All Ages,All Grades
Kansas,61.8,Female,All Races,All Ages,All Grades
Kansas,27.8,Male,All Races,All Ages,All Grades
Kansas,24,Overall,All Races,All Ages,All Grades
Kansas,49.8,Male,All Races,All Ages,All Grades
Kansas,20.4,Female,All Races,All Ages,All Grades
Kansas,22.3,Male,All Races,All Ages,All Grades
Kansas,20,Overall,All Races,All Ages,All Grades
Kansas,17.8,Female,All Races,All Ages,All Grades
Kentucky,41.8,Overall,All Races,Age 20 and Older,< 12th Grade
Kentucky,11.8,Overall,All Races,65 Years and Older,All Grades
Kentucky,40.3,Overall,All Races,Age 25 and Older,< 12th Grade
Kentucky,39.9,Overall,American Indian/Alaska Native,All Ages,All Grades
Kentucky,33.7,Overall,All Races,25 to 44 Years,All Grades
Kentucky,30.8,Female,All Races,18 to 44 Years,All Grades
Kentucky,30.4,Overall,All Races,Age 20 and Older,12th Grade
Kentucky,29.3,Overall,All Races,Age 25 and Older,12th Grade
Kentucky,28.7,Overall,All Races,18 to 24 Years,All Grades
Kentucky,28.4,Male,All Races,All Ages,All Grades
Kentucky,26.9,Overall,All Races,45 to 64 Years,All Grades
Kentucky,26.9,Overall,White,All Ages,All Grades
Kentucky,26.5,Overall,All Races,All Ages,All Grades
Kentucky,24.6,Female,All Races,All Ages,All Grades
Kentucky,23.8,Overall,African American,All Ages,All Grades
Kentucky,19.9,Overall,Hispanic,All Ages,All Grades
Kentucky,19.4,Overall,All Races,Age 20 and Older,> 12th Grade
Kentucky,19.1,Overall,All Races,Age 25 and Older,> 12th Grade
Kentucky,,Overall,Asian/Pacific Islander,All Ages,All Grades
Kentucky,48,Female,All Races,All Ages,All Grades
Kentucky,50.8,Male,All Races,All Ages,All Grades
Kentucky,49.5,Overall,All Races,All Ages,All Grades
Kentucky,49.8,Female,All Races,All Ages,All Grades
Kentucky,45.2,Overall,All Races,All Ages,All Grades
Kentucky,41.1,Male,All Races,All Ages,All Grades
Kentucky,23.7,Female,All Races,All Ages,All Grades
Kentucky,22.7,Overall,All Races,All Ages,All Grades
Kentucky,21.8,Male,All Races,All Ages,All Grades
Kentucky,78.2,Male,All Races,All Ages,All Grades
Kentucky,77.3,Overall,All Races,All Ages,All Grades
Kentucky,76.3,Female,All Races,All Ages,All Grades
Kentucky,52.7,Female,All Races,All Ages,All Grades
Kentucky,47.5,Overall,All Races,All Ages,All Grades
Kentucky,42.2,Male,All Races,All Ages,All Grades
Kentucky,29.4,Male,All Races,All Ages,All Grades
Kentucky,26,Overall,All Races,All Ages,All Grades
Kentucky,22.7,Female,All Races,All Ages,All Grades
Kentucky,28.4,Male,All Races,All Ages,All Grades
Kentucky,26.5,Overall,All Races,All Ages,All Grades
Kentucky,24.6,Female,All Races,All Ages,All Grades
Louisiana,27.3,Male,All Races,All Ages,All Grades
Louisiana,,Overall,American Indian/Alaska Native,All Ages,All Grades
Louisiana,,Overall,Asian/Pacific Islander,All Ages,All Grades
Louisiana,11.5,Overall,All Races,65 Years and Older,All Grades
Louisiana,17.5,Overall,All Races,Age 20 and Older,> 12th Grade
Louisiana,18.1,Overall,All Races,Age 25 and Older,> 12th Grade
Louisiana,20,Female,All Races,All Ages,All Grades
Louisiana,20.6,Overall,African American,All Ages,All Grades
Louisiana,21.4,Overall,Hispanic,All Ages,All Grades
Louisiana,22.5,Overall,All Races,18 to 24 Years,All Grades
Louisiana,23,Female,All Races,18 to 44 Years,All Grades
Louisiana,23.5,Overall,All Races,All Ages,All Grades
Louisiana,24.5,Overall,All Races,Age 25 and Older,12th Grade
Louisiana,24.9,Overall,White,All Ages,All Grades
Louisiana,25,Overall,All Races,45 to 64 Years,All Grades
Louisiana,25.8,Overall,All Races,Age 20 and Older,12th Grade
Louisiana,28.7,Overall,All Races,25 to 44 Years,All Grades
Louisiana,37.1,Overall,All Races,Age 25 and Older,< 12th Grade
Louisiana,37.9,Overall,All Races,Age 20 and Older,< 12th Grade
Louisiana,49.8,Male,All Races,All Ages,All Grades
Louisiana,49,Overall,All Races,All Ages,All Grades
Louisiana,47.9,Female,All Races,All Ages,All Grades
Louisiana,52.8,Male,All Races,All Ages,All Grades
Louisiana,56.7,Overall,All Races,All Ages,All Grades
Louisiana,62.1,Female,All Races,All Ages,All Grades
Louisiana,67.8,Female,All Races,All Ages,All Grades
Louisiana,71,Overall,All Races,All Ages,All Grades
Louisiana,73.5,Male,All Races,All Ages,All Grades
Louisiana,26.5,Male,All Races,All Ages,All Grades
Louisiana,29,Overall,All Races,All Ages,All Grades
Louisiana,32.2,Female,All Races,All Ages,All Grades
Louisiana,53.9,Overall,All Races,All Ages,All Grades
Louisiana,18.4,Female,All Races,All Ages,All Grades
Louisiana,61.5,Female,All Races,All Ages,All Grades
Louisiana,20,Female,All Races,All Ages,All Grades
Louisiana,23.5,Overall,All Races,All Ages,All Grades
Louisiana,27.3,Male,All Races,All Ages,All Grades
Louisiana,22.6,Overall,All Races,All Ages,All Grades
Louisiana,27.1,Male,All Races,All Ages,All Grades
Louisiana,45.6,Male,All Races,All Ages,All Grades
Maine,,Overall,African American,All Ages,All Grades
Maine,,Overall,Asian/Pacific Islander,All Ages,All Grades
Maine,13.8,Overall,All Races,Age 25 and Older,> 12th Grade
Maine,13.9,Overall,All Races,Age 20 and Older,> 12th Grade
Maine,18.2,Female,All Races,All Ages,All Grades
Maine,20,Overall,White,All Ages,All Grades
Maine,20.1,Overall,All Races,45 to 64 Years,All Grades
Maine,20.2,Overall,All Races,All Ages,All Grades
Maine,22.4,Male,All Races,All Ages,All Grades
Maine,23.6,Overall,All Races,18 to 24 Years,All Grades
Maine,24.6,Overall,All Races,Age 25 and Older,12th Grade
Maine,25.4,Overall,All Races,Age 20 and Older,12th Grade
Maine,25.4,Overall,Hispanic,All Ages,All Grades
Maine,26.8,Female,All Races,18 to 44 Years,All Grades
Maine,29.4,Overall,All Races,25 to 44 Years,All Grades
Maine,37.5,Overall,American Indian/Alaska Native,All Ages,All Grades
Maine,39.7,Overall,All Races,Age 25 and Older,< 12th Grade
Maine,42.7,Overall,All Races,Age 20 and Older,< 12th Grade
Maine,6.8,Overall,All Races,65 Years and Older,All Grades
Maine,60.1,Male,All Races,All Ages,All Grades
Maine,60.6,Overall,All Races,All Ages,All Grades
Maine,61.1,Female,All Races,All Ages,All Grades
Maine,51.1,Male,All Races,All Ages,All Grades
Maine,51.2,Overall,All Races,All Ages,All Grades
Maine,51.2,Female,All Races,All Ages,All Grades
Maine,25.5,Overall,All Races,All Ages,All Grades
Maine,70.8,Female,All Races,All Ages,All Grades
Maine,74.5,Overall,All Races,All Ages,All Grades
Maine,77.7,Male,All Races,All Ages,All Grades
Maine,22.3,Male,All Races,All Ages,All Grades
Maine,29.2,Female,All Races,All Ages,All Grades
Maine,44,Male,All Races,All Ages,All Grades
Maine,33.6,Male,All Races,All Ages,All Grades
Maine,31.1,Overall,All Races,All Ages,All Grades
Maine,20.2,Overall,All Races,All Ages,All Grades
Maine,28.7,Female,All Races,All Ages,All Grades
Maine,22.4,Male,All Races,All Ages,All Grades
Maine,48.7,Overall,All Races,All Ages,All Grades
Maine,53.1,Female,All Races,All Ages,All Grades
Maine,18.2,Female,All Races,All Ages,All Grades
Maryland,33.9,Overall,American Indian/Alaska Native,All Ages,All Grades
Maryland,11,Overall,Hispanic,All Ages,All Grades
Maryland,11.8,Overall,All Races,Age 20 and Older,> 12th Grade
Maryland,11.9,Overall,All Races,Age 25 and Older,> 12th Grade
Maryland,13.7,Female,All Races,All Ages,All Grades
Maryland,14.9,Female,All Races,18 to 44 Years,All Grades
Maryland,16,Overall,All Races,18 to 24 Years,All Grades
Maryland,16.4,Overall,All Races,All Ages,All Grades
Maryland,16.8,Overall,White,All Ages,All Grades
Maryland,17.1,Overall,All Races,45 to 64 Years,All Grades
Maryland,17.4,Overall,African American,All Ages,All Grades
Maryland,19.4,Male,All Races,All Ages,All Grades
Maryland,19.8,Overall,All Races,25 to 44 Years,All Grades
Maryland,23,Overall,All Races,Age 25 and Older,12th Grade
Maryland,23.5,Overall,All Races,Age 20 and Older,12th Grade
Maryland,25.4,Overall,All Races,Age 20 and Older,< 12th Grade
Maryland,26,Overall,All Races,Age 25 and Older,< 12th Grade
Maryland,8.7,Overall,All Races,65 Years and Older,All Grades
Maryland,9.4,Overall,Asian/Pacific Islander,All Ages,All Grades
Maryland,57.7,Overall,All Races,All Ages,All Grades
Maryland,58.8,Female,All Races,All Ages,All Grades
Maryland,56.8,Male,All Races,All Ages,All Grades
Maryland,55.6,Male,All Races,All Ages,All Grades
Maryland,56.4,Overall,All Races,All Ages,All Grades
Maryland,57.3,Female,All Races,All Ages,All Grades
Maryland,69.7,Male,All Races,All Ages,All Grades
Maryland,71.4,Overall,All Races,All Ages,All Grades
Maryland,73.6,Female,All Races,All Ages,All Grades
Maryland,26.4,Female,All Races,All Ages,All Grades
Maryland,28.6,Overall,All Races,All Ages,All Grades
Maryland,30.3,Male,All Races,All Ages,All Grades
